T,ρ,u,h,s,cv,cp,w
375.000,959.30700,425.418,430.630,1.3242,3.7512,4.2066,1552.00
380.000,955.64500,446.446,451.678,1.3800,3.7258,4.2127,1547.20
385.000,951.87300,467.505,472.757,1.4351,3.7006,4.2193,1541.60
390.000,947.99300,488.597,493.872,1.4896,3.6757,4.2265,1535.40
395.000,944.00500,509.727,515.024,1.5434,3.6511,4.2344,1528.40
400.000,939.91000,530.897,536.217,1.5968,3.6268,4.2430,1520.90
410.000,931.40100,573.372,578.741,1.7018,3.5792,4.2623,1503.90
420.000,922.46300,616.053,621.473,1.8047,3.5331,4.2848,1484.60
430.000,913.09000,658.973,664.449,1.9059,3.4887,4.3109,1463.00
440.000,903.27000,702.169,707.705,2.0053,3.4458,4.3410,1439.10
450.000,892.98700,745.684,751.283,2.1032,3.4046,4.3755,1413.10
460.000,882.21700,789.564,795.231,2.1998,3.3651,4.4151,1384.90
470.000,870.92900,833.863,839.604,2.2953,3.3273,4.4605,1354.60
480.000,859.08400,878.643,884.463,2.3897,3.2911,4.5127,1322.00
490.000,846.63200,923.978,929.884,2.4833,3.2567,4.5729,1287.20
500.000,833.51200,969.955,975.954,2.5764,3.2240,4.6429,1250.00
510.000,819.64200,1016.680,1022.780,2.6691,3.1932,4.7248,1210.20
520.000,804.92000,1064.290,1070.500,2.7618,3.1644,4.8219,1167.80
530.000,789.20800,1112.950,1119.280,2.8547,3.1377,4.9386,1122.20
537.091,777.36900,1148.210,1154.640,2.9210,3.1204,5.0368,1087.80
537.091,25.35100,2596.980,2794.210,5.9737,2.5922,4.4380,498.04
540.000,25.00400,2606.830,2806.800,5.9971,2.5029,4.2299,502.38
550.000,23.95100,2637.700,2846.460,6.0698,2.2995,3.7464,515.19
560.000,23.05800,2665.470,2882.310,6.1345,2.1745,3.4437,526.08
570.000,22.27900,2691.200,2915.620,6.1934,2.0857,3.2283,535.84
580.000,21.58600,2715.420,2947.050,6.2481,2.0178,3.0649,544.81
590.000,20.96200,2738.510,2977.030,6.2993,1.9642,2.9365,553.18
600.000,20.39300,2760.690,3005.870,6.3478,1.9212,2.8334,561.07
610.000,19.87100,2782.140,3033.770,6.3939,1.8863,2.7494,568.55
620.000,19.38700,2803.000,3060.900,6.4380,1.8580,2.6801,575.68
630.000,18.93800,2823.380,3087.410,6.4805,1.8348,2.6225,582.52
640.000,18.51700,2843.360,3113.380,6.5214,1.8158,2.5741,589.10
650.000,18.12200,2863.000,3138.910,6.5609,1.8004,2.5333,595.46
675.000,17.22800,2910.990,3201.220,6.6550,1.7734,2.4563,610.51
700.000,16.44200,2957.850,3261.940,6.7433,1.7584,2.4045,624.59
725.000,15.74300,3003.980,3321.590,6.8271,1.7515,2.3695,637.89
750.000,15.11300,3049.660,3380.510,6.9070,1.7501,2.3463,650.57
775.000,14.54000,3095.100,3438.970,6.9837,1.7529,2.3315,662.71
800.000,14.01700,3140.420,3497.140,7.0575,1.7587,2.3229,674.39
825.000,13.53500,3185.750,3555.160,7.1289,1.7667,2.3192,685.68
850.000,13.09000,3231.150,3613.130,7.1982,1.7766,2.3191,696.61
900.000,12.29100,3322.430,3729.240,7.3309,1.8002,2.3271,717.57
950.000,11.59200,3414.630,3845.960,7.4571,1.8273,2.3426,737.50
1000.000,10.97500,3507.980,3963.580,7.5778,1.8566,2.3630,756.57
1050.000,10.42300,3602.630,4082.310,7.6936,1.8872,2.3868,774.92
1100.000,9.92800,3698.670,4202.290,7.8052,1.9186,2.4127,792.63
1150.000,9.47960,3796.160,4323.600,7.9131,1.9503,2.4399,809.78
1200.000,9.07170,3895.130,4446.290,8.0175,1.9819,2.4678,826.45
1250.000,8.69860,3995.580,4570.390,8.1188,2.0131,2.4960,842.69
1273.000,8.53740,4042.290,4627.950,8.1645,2.0274,2.5090,850.02
,,,,,,,
P=6.0MPa,,,,,,,
272.713,1002.80000,-1.772,4.211,-0.0065,4.1906,4.1921,1409.60
275.000,1002.88000,7.809,13.792,0.0285,4.1864,4.1866,1421.00
280.000,1002.76000,28.717,34.700,0.1038,4.1753,4.1774,1443.80
285.000,1002.29000,49.585,55.571,0.1777,4.1619,4.1714,1464.10
290.000,1001.52000,70.427,76.418,0.2502,4.1465,4.1676,1482.00
295.000,1000.48000,91.253,97.250,0.3214,4.1295,4.1654,1497.70
300.000,999.18900,112.069,118.074,0.3914,4.1110,4.1643,1511.40
305.000,997.67900,132.880,138.894,0.4603,4.0913,4.1641,1523.40
310.000,995.96600,153.692,159.716,0.5280,4.0705,4.1646,1533.60
315.000,994.06400,174.505,180.541,0.5946,4.0486,4.1656,1542.20
320.000,991.98700,195.324,201.372,0.6602,4.0260,4.1669,1549.30
325.000,989.74400,216.149,222.211,0.7248,4.0025,4.1686,1555.10
330.000,987.34600,236.982,243.059,0.7885,3.9784,4.1706,1559.60
335.000,984.80000,257.825,263.918,0.8512,3.9539,4.1730,1563.00
340.000,982.11300,278.680,284.789,0.9131,3.9289,4.1756,1565.20
345.000,979.29100,299.547,305.674,0.9741,3.9035,4.1785,1566.30
350.000,976.34000,320.429,326.575,1.0342,3.8780,4.1818,1566.50
355.000,973.26300,341.328,347.493,1.0935,3.8523,4.1854,1565.70
360.000,970.06500,362.245,368.430,1.1521,3.8266,4.1895,1564.00
365.000,966.74800,383.182,389.388,1.2099,3.8009,4.1940,1561.50
370.000,963.31700,404.142,410.370,1.2670,3.7752,4.1989,1558.20
375.000,959.77200,425.127,431.379,1.3234,3.7497,4.2044,1554.10
380.000,956.11700,446.140,452.415,1.3791,3.7244,4.2104,1549.30
385.000,952.35200,467.183,473.483,1.4342,3.6993,4.2169,1543.80
390.000,948.48000,488.259,494.585,1.4887,3.6744,4.2241,1537.60
395.000,944.50100,509.373,515.725,1.5425,3.6499,4.2319,1530.80
400.000,940.41500,530.525,536.905,1.5958,3.6256,4.2404,1523.30
410.000,931.92600,572.964,579.402,1.7008,3.5782,4.2595,1506.40
420.000,923.01200,615.606,622.106,1.8037,3.5322,4.2818,1487.20
430.000,913.66600,658.483,665.050,1.9047,3.4878,4.3076,1465.70
440.000,903.87700,701.633,708.271,2.0041,3.4450,4.3373,1442.10
450.000,893.62900,745.096,751.810,2.1019,3.4039,4.3714,1416.20
460.000,882.89900,788.919,795.714,2.1984,3.3644,4.4104,1388.20
470.000,871.65700,833.154,840.037,2.2937,3.3266,4.4552,1358.10
480.000,859.86500,877.862,884.840,2.3881,3.2905,4.5065,1325.70
490.000,847.47700,923.114,930.194,2.4816,3.2561,4.5658,1291.20
500.000,834.43000,968.996,976.187,2.5745,3.2234,4.6345,1254.30
510.000,820.64800,1015.610,1022.920,2.6670,3.1926,4.7147,1215.00
520.000,806.03100,1063.090,1070.530,2.7595,3.1637,4.8095,1172.90
530.000,790.45000,1111.580,1119.170,2.8521,3.1369,4.9231,1127.90
540.000,773.72800,1161.320,1169.080,2.9454,3.1126,5.0620,1079.50
548.735,757.99800,1206.010,1213.920,3.0278,3.0939,5.2116,1033.90
548.735,30.81800,2589.900,2784.590,5.8901,2.7054,4.8794,493.84
550.000,30.61100,2594.680,2790.690,5.9012,2.6609,4.7634,495.95
560.000,29.16600,2629.070,2834.790,5.9807,2.4167,4.1214,510.42
570.000,27.97100,2659.420,2873.930,6.0500,2.2699,3.7334,522.43
580.000,26.94700,2687.180,2909.840,6.1125,2.1666,3.4632,533.04
590.000,26.04800,2713.080,2943.420,6.1699,2.0881,3.2613,542.70
600.000,25.24700,2737.570,2975.220,6.2233,2.0262,3.1043,551.64
610.000,24.52400,2760.950,3005.610,6.2736,1.9765,2.9791,560.00
620.000,23.86500,2783.460,3034.880,6.3211,1.9362,2.8777,567.89
630.000,23.25800,2805.250,3063.230,6.3665,1.9032,2.7943,575.38
640.000,22.69700,2826.460,3090.810,6.4099,1.8762,2.7250,582.53
650.000,22.17500,2847.190,3117.760,6.4517,1.8540,2.6670,589.39
675.000,21.00800,2897.380,3182.990,6.5502,1.8143,2.5581,605.46
700.000,19.99800,2945.930,3245.960,6.6418,1.7905,2.4848,620.34
725.000,19.10700,2993.400,3307.420,6.7281,1.7773,2.4345,634.27
750.000,18.31200,3040.170,3367.820,6.8100,1.7714,2.4001,647.46
775.000,17.59500,3086.510,3427.510,6.8883,1.7706,2.3768,660.03
800.000,16.94300,3132.590,3486.730,6.9635,1.7737,2.3616,672.07
825.000,16.34500,3178.570,3545.650,7.0360,1.7797,2.3526,683.66
850.000,15.79500,3224.530,3604.400,7.1062,1.7878,2.3483,694.86
900.000,14.81200,3316.730,3721.800,7.2404,1.8088,2.3499,716.25
950.000,13.95700,3409.660,3839.540,7.3677,1.8341,2.3609,736.51
1000.000,13.20400,3503.590,3957.990,7.4892,1.8621,2.3780,755.85
1050.000,12.53400,3598.710,4077.410,7.6057,1.8918,2.3993,774.41
1100.000,11.93300,3695.150,4197.960,7.7179,1.9224,2.4232,792.29
1150.000,11.39000,3792.970,4319.760,7.8262,1.9535,2.4489,809.60
1200.000,10.89600,3892.230,4442.870,7.9310,1.9847,2.4756,826.38
1250.000,10.44600,3992.940,4567.330,8.0326,2.0156,2.5028,842.72
1273.000,10.25100,4039.750,4625.040,8.0783,2.0296,2.5154,850.09
,,,,,,,
P=7.0MPa,,,,,,,
272.638,1003.30000,-2.069,4.908,-0.0076,4.1862,4.1876,1410.90
275.000,1003.37000,7.816,14.792,0.0285,4.1821,4.1822,1422.60
280.000,1003.24000,28.703,35.680,0.1037,4.1713,4.1736,1445.40
285.000,1002.76000,49.552,56.533,0.1776,4.1581,4.1680,1465.70
290.000,1001.98000,70.377,77.363,0.2500,4.1429,4.1644,1483.60
295.000,1000.93000,91.187,98.180,0.3212,4.1261,4.1625,1499.40
300.000,999.63200,111.987,118.990,0.3911,4.1078,4.1616,1513.10
305.000,998.11700,132.784,139.798,0.4599,4.0883,4.1616,1525.10
310.000,996.40100,153.581,160.607,0.5276,4.0676,4.1622,1535.30
315.000,994.49600,174.381,181.420,0.5942,4.0459,4.1632,1543.90
320.000,992.41700,195.186,202.239,0.6598,4.0234,4.1647,1551.10
325.000,990.17400,215.998,223.067,0.7244,4.0001,4.1664,1556.90
330.000,987.77700,236.818,243.904,0.7880,3.9761,4.1685,1561.50
335.000,985.23200,257.648,264.752,0.8507,3.9517,4.1708,1564.80
340.000,982.54700,278.489,285.613,0.9125,3.9268,4.1735,1567.00
345.000,979.72700,299.343,306.488,0.9734,3.9016,4.1764,1568.20
350.000,976.77900,320.211,327.378,1.0336,3.8761,4.1797,1568.40
355.000,973.70600,341.096,348.285,1.0929,3.8505,4.1833,1567.70
360.000,970.51200,361.999,369.212,1.1514,3.8249,4.1874,1566.00
365.000,967.20000,382.922,390.159,1.2092,3.7992,4.1918,1563.60
370.000,963.77400,403.867,411.130,1.2663,3.7737,4.1967,1560.30
375.000,960.23600,424.838,432.127,1.3226,3.7482,4.2021,1556.30
380.000,956.58700,445.835,453.153,1.3783,3.7230,4.2081,1551.50
385.000,952.83000,466.863,474.209,1.4334,3.6979,4.2146,1546.00
390.000,948.96600,487.923,495.300,1.4878,3.6731,4.2217,1539.90
395.000,944.99500,509.020,516.427,1.5416,3.6486,4.2294,1533.10
400.000,940.91900,530.155,537.595,1.5949,3.6244,4.2378,1525.60
410.000,932.45000,572.558,580.065,1.6998,3.5771,4.2567,1508.90
420.000,923.55900,615.161,622.740,1.8026,3.5312,4.2788,1489.80
430.000,914.23900,657.996,665.652,1.9036,3.4869,4.3043,1468.50
440.000,904.48100,701.099,708.839,2.0029,3.4442,4.3336,1445.00
450.000,894.26800,744.512,752.339,2.1006,3.4032,4.3673,1419.30
460.000,883.57700,788.278,796.200,2.1970,3.3638,4.4058,1391.50
470.000,872.38100,832.450,840.474,2.2922,3.3260,4.4499,1361.50
480.000,860.64200,877.087,885.220,2.3864,3.2899,4.5005,1329.50
490.000,848.31500,922.258,930.510,2.4798,3.2555,4.5588,1295.20
500.000,835.34000,968.046,976.426,2.5726,3.2228,4.6262,1258.60
510.000,821.64300,1014.550,1023.070,2.6649,3.1919,4.7048,1219.60
520.000,807.13000,1061.900,1070.570,2.7572,3.1630,4.7975,1178.00
530.000,791.67600,1110.240,1119.080,2.8496,3.1361,4.9082,1133.50
540.000,775.11300,1159.780,1168.810,2.9425,3.1116,5.0429,1085.80
550.000,757.21100,1210.800,1220.050,3.0365,3.0901,5.2108,1034.10
558.979,739.72400,1258.200,1267.660,3.1224,3.0740,5.4025,983.70
558.979,36.52500,2580.980,2772.630,5.8148,2.8115,5.3566,489.11
560.000,36.30400,2585.220,2778.040,5.8244,2.7726,5.2421,490.98
570.000,34.41900,2622.760,2826.140,5.9096,2.5055,4.4587,506.80
580.000,32.89400,2655.430,2868.240,5.9828,2.3448,3.9933,519.78
590.000,31.60600,2685.000,2906.480,6.0482,2.2313,3.6733,531.13
600.000,30.49000,2712.390,2941.980,6.1078,2.1450,3.4365,541.38
610.000,29.50300,2738.130,2975.390,6.1631,2.0770,3.2539,550.81
620.000,28.62000,2762.590,3007.180,6.2148,2.0223,3.1092,559.59
630.000,27.81900,2786.040,3037.670,6.2636,1.9779,2.9923,567.83
640.000,27.08600,2808.660,3067.100,6.3099,1.9415,2.8965,575.63
650.000,26.41100,2830.610,3095.650,6.3542,1.9115,2.8171,583.04
675.000,24.92500,2883.260,3164.110,6.4575,1.8575,2.6697,600.25
700.000,23.65800,2933.650,3229.540,6.5527,1.8240,2.5712,615.97
725.000,22.55400,2982.560,3292.930,6.6417,1.8041,2.5037,630.58
750.000,21.57800,3030.490,3354.900,6.7258,1.7932,2.4567,644.30
775.000,20.70400,3077.780,3415.880,6.8057,1.7888,2.4241,657.31
800.000,19.91300,3124.660,3476.190,6.8823,1.7891,2.4018,669.73
825.000,19.19200,3171.300,3536.030,6.9560,1.7928,2.3871,681.63
850.000,18.53100,3217.850,3595.590,7.0271,1.7991,2.3783,693.10
900.000,17.35600,3310.990,3714.320,7.1628,1.8175,2.3732,714.93
950.000,16.33800,3404.650,3833.100,7.2913,1.8409,2.3795,735.53
1000.000,15.44500,3499.170,3952.390,7.4137,1.8676,2.3932,755.14
1050.000,14.65300,3594.780,4072.500,7.5309,1.8964,2.4119,773.91
1100.000,13.94400,3691.620,4193.630,7.6436,1.9263,2.4338,791.97
1150.000,13.30500,3789.790,4315.920,7.7523,1.9568,2.4579,809.41
1200.000,12.72500,3889.330,4439.440,7.8574,1.9874,2.4834,826.32
1250.000,12.19600,3990.290,4564.270,7.9593,2.0180,2.5096,842.76
1273.000,11.96700,4037.200,4622.130,8.0052,2.0319,2.5218,850.17
,,,,,,,
P=8.0MPa,,,,,,,
272.562,1003.80000,-2.370,5.600,-0.0087,4.1818,4.1831,1412.10
275.000,1003.87000,7.822,15.791,0.0285,4.1778,4.1778,1424.20
280.000,1003.72000,28.689,36.659,0.1037,4.1672,4.1698,1447.10
285.000,1003.23000,49.519,57.494,0.1774,4.1543,4.1645,1467.30
290.000,1002.43000,70.327,78.308,0.2498,4.1394,4.1613,1485.20
295.000,1001.37000,91.120,99.109,0.3210,4.1228,4.1596,1501.00
300.000,1000.07000,111.906,119.905,0.3909,4.1047,4.1589,1514.80
305.000,998.55500,132.688,140.700,0.4596,4.0853,4.1590,1526.80
310.000,996.83400,153.471,161.497,0.5272,4.0648,4.1597,1537.00
315.000,994.92800,174.257,182.298,0.5938,4.0432,4.1609,1545.70
320.000,992.84700,195.049,203.106,0.6593,4.0208,4.1624,1552.90
325.000,990.60400,215.847,223.923,0.7239,3.9976,4.1642,1558.70
330.000,988.20600,236.654,244.749,0.7875,3.9738,4.1663,1563.30
335.000,985.66200,257.470,265.587,0.8502,3.9495,4.1687,1566.60
340.000,982.97900,278.298,286.437,0.9119,3.9247,4.1714,1568.90
345.000,980.16200,299.139,307.301,0.9728,3.8996,4.1743,1570.10
350.000,977.21700,319.994,328.181,1.0329,3.8742,4.1776,1570.30
355.000,974.14700,340.865,349.077,1.0922,3.8487,4.1812,1569.60
360.000,970.95800,361.754,369.993,1.1507,3.8232,4.1852,1568.00
365.000,967.65100,382.663,390.930,1.2085,3.7976,4.1897,1565.60
370.000,964.23000,403.594,411.891,1.2655,3.7721,4.1945,1562.40
375.000,960.69800,424.549,432.877,1.3219,3.7468,4.1999,1558.40
380.000,957.05600,445.532,453.891,1.3775,3.7216,4.2058,1553.70
385.000,953.30600,466.544,474.936,1.4325,3.6966,4.2123,1548.20
390.000,949.45000,487.588,496.014,1.4869,3.6719,4.2193,1542.10
395.000,945.48700,508.668,517.130,1.5407,3.6474,4.2269,1535.40
400.000,941.42000,529.787,538.285,1.5940,3.6233,4.2353,1528.00
410.000,932.97200,572.154,580.729,1.6988,3.5760,4.2540,1511.40
420.000,924.10400,614.718,623.375,1.8015,3.5303,4.2758,1492.40
430.000,914.81100,657.511,666.256,1.9024,3.4860,4.3010,1471.20
440.000,905.08200,700.569,709.408,2.0016,3.4434,4.3300,1447.80
450.000,894.90300,743.931,752.871,2.0993,3.4024,4.3632,1422.30
460.000,884.25200,787.642,796.689,2.1956,3.3631,4.4013,1394.70
470.000,873.10000,831.751,840.914,2.2907,3.3254,4.4447,1365.00
480.000,861.41300,876.318,885.605,2.3848,3.2893,4.4946,1333.10
490.000,849.14600,921.409,930.830,2.4781,3.2549,4.5519,1299.10
500.000,836.24200,967.105,976.672,2.5707,3.2222,4.6180,1262.90
510.000,822.63000,1013.500,1023.230,2.6629,3.1913,4.6951,1224.20
520.000,808.21700,1060.720,1070.620,2.7549,3.1623,4.7857,1183.10
530.000,792.88600,1108.910,1119.000,2.8470,3.1353,4.8936,1139.10
540.000,776.47800,1158.260,1168.570,2.9397,3.1107,5.0243,1091.90
550.000,758.77400,1209.050,1219.590,3.0333,3.0889,5.1866,1041.00
560.000,739.46300,1261.630,1272.450,3.1285,3.0707,5.3942,985.65
568.158,722.19600,1306.230,1317.310,3.2081,3.0594,5.6141,936.26
568.158,42.50700,2570.480,2758.680,5.7450,2.9128,5.8823,483.94
570.000,41.99700,2578.800,2769.290,5.7636,2.8397,5.6384,487.60
580.000,39.64700,2618.960,2820.740,5.8531,2.5673,4.7449,504.42
590.000,37.77700,2653.590,2865.360,5.9294,2.3999,4.2155,518.16
600.000,36.21800,2684.720,2905.600,5.9971,2.2806,3.8537,530.11
610.000,34.87800,2713.380,2942.750,6.0585,2.1894,3.5876,540.86
620.000,33.70400,2740.200,2977.560,6.1151,2.1173,3.3835,550.69
630.000,32.65700,2765.590,3010.560,6.1679,2.0593,3.2223,559.81
640.000,31.71300,2789.850,3042.110,6.2176,2.0120,3.0925,568.35
650.000,30.85400,2813.200,3072.490,6.2647,1.9732,2.9863,576.40
675.000,28.99100,2868.600,3144.540,6.3735,1.9031,2.7923,594.85
700.000,27.43100,2921.010,3212.650,6.4726,1.8591,2.6645,611.50
725.000,26.08900,2971.470,3278.100,6.5644,1.8318,2.5772,626.82
750.000,24.91400,3020.620,3341.730,6.6507,1.8157,2.5163,641.11
775.000,23.86900,3068.900,3404.070,6.7325,1.8074,2.4735,654.58
800.000,22.92900,3116.610,3465.510,6.8105,1.8047,2.4434,667.37
825.000,22.07700,3163.960,3526.320,6.8854,1.8061,2.4227,679.60
850.000,21.29900,3211.100,3586.700,6.9575,1.8106,2.4091,691.34
900.000,19.92200,3305.210,3706.790,7.0948,1.8262,2.3969,713.61
950.000,18.73500,3399.620,3826.620,7.2243,1.8478,2.3983,734.55
1000.000,17.69800,3494.740,3946.760,7.3476,1.8732,2.4085,754.43
1050.000,16.78100,3590.840,4067.570,7.4655,1.9009,2.4246,773.41
1100.000,15.96200,3688.080,4189.280,7.5787,1.9301,2.4445,791.64
1150.000,15.22400,3786.590,4312.060,7.6879,1.9600,2.4670,809.23
1200.000,14.55600,3886.430,4436.020,7.7934,1.9902,2.4912,826.26
1250.000,13.94800,3987.640,4561.200,7.8956,2.0204,2.5164,842.80
1273.000,13.68600,4034.660,4619.220,7.9416,2.0341,2.5282,850.25
,,,,,,,
P=10MPa,,,,,,,
272.410,1004.79000,-2.972,6.981,-0.0110,4.1732,4.1742,1414.60
275.000,1004.85000,7.834,17.785,0.0285,4.1692,4.1692,1427.50
280.000,1004.67000,28.659,38.613,0.1035,4.1593,4.1622,1450.30
285.000,1004.16000,49.453,59.412,0.1772,4.1468,4.1578,1470.60
290.000,1003.34000,70.227,80.193,0.2495,4.1323,4.1552,1488.50
295.000,1002.27000,90.988,100.966,0.3205,4.1161,4.1539,1504.30
300.000,1000.96000,111.744,121.734,0.3903,4.0984,4.1536,1518.20
305.000,999.42600,132.497,142.503,0.4589,4.0794,4.1540,1530.10
310.000,997.69900,153.252,163.276,0.5265,4.0591,4.1550,1540.40
315.000,995.78700,174.011,184.054,0.5930,4.0379,4.1563,1549.20
320.000,993.70400,194.776,204.839,0.6585,4.0157,4.1580,1556.40
325.000,991.45900,215.548,225.634,0.7229,3.9928,4.1599,1562.30
330.000,989.06200,236.328,246.438,0.7865,3.9692,4.1621,1566.90
335.000,986.52000,257.118,267.255,0.8491,3.9451,4.1645,1570.30
340.000,983.84000,277.920,288.084,0.9108,3.9205,4.1672,1572.60
345.000,981.02800,298.734,308.927,0.9717,3.8956,4.1702,1573.90
350.000,978.08900,319.562,329.786,1.0317,3.8705,4.1734,1574.20
355.000,975.02700,340.406,350.662,1.0909,3.8451,4.1770,1573.60
360.000,971.84600,361.267,371.557,1.1493,3.8198,4.1810,1572.00
365.000,968.54900,382.148,392.473,1.2070,3.7944,4.1854,1569.70
370.000,965.13900,403.051,413.412,1.2640,3.7690,4.1902,1566.50
375.000,961.61800,423.977,434.376,1.3203,3.7438,4.1955,1562.60
380.000,957.99000,444.929,455.368,1.3759,3.7188,4.2013,1558.00
385.000,954.25400,465.911,476.390,1.4309,3.6939,4.2076,1552.60
390.000,950.41300,486.923,497.445,1.4852,3.6693,4.2145,1546.60
395.000,946.46700,507.971,518.536,1.5389,3.6450,4.2221,1540.00
400.000,942.41800,529.056,539.667,1.5921,3.6210,4.2302,1532.70
410.000,934.00900,571.352,582.059,1.6968,3.5739,4.2486,1516.30
420.000,925.18700,613.840,624.649,1.7994,3.5283,4.2699,1497.60
430.000,915.94600,656.551,667.468,1.9002,3.4843,4.2946,1476.70
440.000,906.27700,699.518,710.552,1.9992,3.4418,4.3229,1453.60
450.000,896.16500,742.781,753.940,2.0967,3.4010,4.3553,1428.40
460.000,885.59000,786.382,797.674,2.1928,3.3617,4.3923,1401.10
470.000,874.52700,830.369,841.804,2.2877,3.3241,4.4346,1371.80
480.000,862.94100,874.798,886.386,2.3816,3.2881,4.4829,1340.40
490.000,850.79100,919.732,931.486,2.4746,3.2538,4.5384,1306.90
500.000,838.02500,965.249,977.182,2.5669,3.2211,4.6022,1271.30
510.000,824.57500,1011.440,1023.560,2.6588,3.1901,4.6763,1233.30
520.000,810.35700,1058.410,1070.750,2.7504,3.1609,4.7630,1193.00
530.000,795.26300,1106.300,1118.880,2.8421,3.1338,4.8656,1150.00
540.000,779.14900,1155.300,1168.130,2.9341,3.1088,4.9891,1104.00
550.000,761.82000,1205.630,1218.750,3.0270,3.0865,5.1407,1054.60
560.000,743.00500,1257.620,1271.080,3.1213,3.0675,5.3323,1001.10
570.000,722.29600,1311.750,1325.600,3.2178,3.0528,5.5838,942.46
580.000,699.04900,1368.770,1383.070,3.3177,3.0445,5.9333,877.07
584.147,688.42400,1393.540,1408.060,3.3606,3.0438,6.1237,847.33
584.147,55.46300,2545.190,2725.490,5.6160,3.1065,7.1408,472.51
590.000,53.01900,2575.480,2764.100,5.6817,2.8728,6.1343,485.55
600.000,49.77300,2619.050,2819.960,5.7756,2.6239,5.1365,503.34
610.000,47.23700,2656.390,2868.090,5.8552,2.4599,4.5319,517.99
620.000,45.15100,2689.750,2911.220,5.9253,2.3391,4.1171,530.72
630.000,43.38000,2720.280,2950.800,5.9887,2.2454,3.8129,542.12
640.000,41.84000,2748.710,2987.720,6.0468,2.1707,3.5801,552.51
650.000,40.47900,2775.530,3022.570,6.1009,2.1103,3.3968,562.10
675.000,37.63900,2837.470,3103.160,6.2225,2.0020,3.0765,583.48
700.000,35.35500,2894.510,3177.360,6.3305,1.9338,2.8741,602.20
725.000,33.44700,2948.430,3247.420,6.4289,1.8901,2.7389,619.08
750.000,31.81000,3000.280,3314.650,6.5200,1.8625,2.6452,634.58
775.000,30.37800,3050.720,3379.900,6.6056,1.8458,2.5788,649.02
800.000,29.10700,3100.190,3443.750,6.6867,1.8367,2.5313,662.61
825.000,27.96600,3149.010,3506.580,6.7641,1.8332,2.4973,675.51
850.000,26.93300,3197.400,3568.690,6.8382,1.8339,2.4732,687.81
900.000,25.12300,3293.530,3691.570,6.9787,1.8439,2.4458,710.98
950.000,23.58000,3389.490,3813.580,7.1107,1.8617,2.4369,732.61
1000.000,22.24100,3485.830,3935.460,7.2357,1.8843,2.4397,753.03
1050.000,21.06300,3582.920,4057.680,7.3549,1.9101,2.4503,772.44
1100.000,20.01700,3680.990,4180.580,7.4693,1.9377,2.4661,791.02
1150.000,19.07800,3780.190,4304.350,7.5793,1.9665,2.4854,808.90
1200.000,18.23000,3880.620,4429.150,7.6855,1.9957,2.5070,826.16
1250.000,17.46000,3982.330,4555.080,7.7884,2.0251,2.5301,842.90
1273.000,17.12800,4029.560,4613.390,7.8346,2.0386,2.5410,850.43
,,,,,,,
P=12.5MPa,,,,,,,
272.218,1006.03000,-3.731,8.694,-0.0138,4.1625,4.1632,1417.70
275.000,1006.07000,7.845,20.270,0.0285,4.1587,4.1587,1431.60
280.000,1005.86000,28.621,41.048,0.1034,4.1494,4.1530,1454.40
285.000,1005.31000,49.369,61.803,0.1768,4.1376,4.1495,1474.70
290.000,1004.47000,70.101,82.546,0.2490,4.1237,4.1476,1492.70
295.000,1003.38000,90.824,103.282,0.3199,4.1079,4.1470,1508.50
300.000,1002.05000,111.542,124.017,0.3896,4.0906,4.1471,1522.40
305.000,1000.51000,132.260,144.754,0.4581,4.0720,4.1479,1534.40
310.000,998.77400,152.981,165.496,0.5256,4.0522,4.1491,1544.70
315.000,996.85700,173.706,186.245,0.5920,4.0313,4.1506,1553.50
320.000,994.77000,194.437,207.003,0.6574,4.0094,4.1525,1560.80
325.000,992.52300,215.176,227.770,0.7218,3.9868,4.1545,1566.70
330.000,990.12700,235.924,248.549,0.7852,3.9635,4.1568,1571.40
335.000,987.58800,256.682,269.339,0.8477,3.9397,4.1593,1574.90
340.000,984.91200,277.451,290.142,0.9094,3.9154,4.1620,1577.30
345.000,982.10500,298.232,310.960,0.9702,3.8907,4.1650,1578.60
350.000,979.17400,319.027,331.793,1.0301,3.8658,4.1683,1579.00
355.000,976.12000,339.838,352.643,1.0893,3.8407,4.1719,1578.40
360.000,972.94900,360.665,373.513,1.1476,3.8155,4.1758,1577.00
365.000,969.66400,381.511,394.402,1.2053,3.7903,4.1801,1574.70
370.000,966.26800,402.378,415.315,1.2622,3.7652,4.1849,1571.70
375.000,962.76200,423.268,436.252,1.3184,3.7402,4.1901,1567.90
380.000,959.14900,444.184,457.216,1.3739,3.7153,4.1958,1563.30
385.000,955.43100,465.127,478.210,1.4288,3.6906,4.2020,1558.10
390.000,951.60900,486.101,499.237,1.4831,3.6661,4.2087,1552.20
395.000,947.68300,507.108,520.298,1.5367,3.6420,4.2161,1545.70
400.000,943.65600,528.152,541.398,1.5898,3.6181,4.2240,1538.50
410.000,935.29600,570.361,583.726,1.6943,3.5713,4.2419,1522.40
420.000,926.52900,612.755,626.246,1.7968,3.5260,4.2627,1504.00
430.000,917.35200,655.364,668.990,1.8974,3.4821,4.2867,1483.40
440.000,907.75400,698.221,711.992,1.9962,3.4398,4.3142,1460.60
450.000,897.72400,741.363,755.287,2.0935,3.3991,4.3456,1435.90
460.000,887.24300,784.830,798.919,2.1894,3.3600,4.3815,1409.10
